,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,country_year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
727,Denmark,2012,female,75+ years,19,240759,7.89,Denmark2012,0.921,327148899962,62071,Silent
728,Denmark,2012,female,35-54 years,58,776419,7.47,Denmark2012,0.921,327148899962,62071,Generation X
729,Denmark,2012,female,25-34 years,11,322504,3.41,Denmark2012,0.921,327148899962,62071,Millenials
730,Denmark,2012,female,15-24 years,8,346154,2.31,Denmark2012,0.921,327148899962,62071,Millenials
731,Denmark,2012,male,5-14 years,1,340022,0.29,Denmark2012,0.921,327148899962,62071,Generation Z
732,Denmark,2012,female,5-14 years,0,324455,0.0,Denmark2012,0.921,327148899962,62071,Generation Z
733,Denmark,2013,male,75+ years,62,166011,37.35,Denmark2013,0.923,343584385594,64831,Silent
734,Denmark,2013,male,55-74 years,157,637775,24.62,Denmark2013,0.923,343584385594,64831,Boomers
735,Denmark,2013,male,35-54 years,174,785198,22.16,Denmark2013,0.923,343584385594,64831,Generation X
736,Denmark,2013,female,75+ years,25,243880,10.25,Denmark2013,0.923,343584385594,64831,Silent
737,Denmark,2013,male,25-34 years,33,328192,10.06,Denmark2013,0.923,343584385594,64831,Millenials
738,Denmark,2013,female,55-74 years,52,658936,7.89,Denmark2013,0.923,343584385594,64831,Boomers
739,Denmark,2013,female,35-54 years,54,775088,6.97,Denmark2013,0.923,343584385594,64831,Generation X
740,Denmark,2013,male,15-24 years,23,367000,6.27,Denmark2013,0.923,343584385594,64831,Millenials
741,Denmark,2013,female,25-34 years,16,322819,4.96,Denmark2013,0.923,343584385594,64831,Millenials
742,Denmark,2013,female,15-24 years,12,350607,3.42,Denmark2013,0.923,343584385594,64831,Millenials
743,Denmark,2013,female,5-14 years,1,324362,0.31,Denmark2013,0.923,343584385594,64831,Generation Z
744,Denmark,2013,male,5-14 years,1,339830,0.29,Denmark2013,0.923,343584385594,64831,Generation Z
745,Denmark,2014,male,75+ years,61,172150,35.43,Denmark2014,0.923,352993633221,66114,Silent
746,Denmark,2014,male,55-74 years,155,645001,24.03,Denmark2014,0.923,352993633221,66114,Boomers
747,Denmark,2014,male,35-54 years,178,784300,22.7,Denmark2014,0.923,352993633221,66114,Generation X
748,Denmark,2014,female,75+ years,36,248889,14.46,Denmark2014,0.923,352993633221,66114,Silent
749,Denmark,2014,male,25-34 years,43,333712,12.89,Denmark2014,0.923,352993633221,66114,Millenials
750,Denmark,2014,male,15-24 years,31,370570,8.37,Denmark2014,0.923,352993633221,66114,Millenials
751,Denmark,2014,female,35-54 years,59,774379,7.62,Denmark2014,0.923,352993633221,66114,Generation X
752,Denmark,2014,female,55-74 years,50,666386,7.5,Denmark2014,0.923,352993633221,66114,Boomers
753,Denmark,2014,female,25-34 years,7,325866,2.15,Denmark2014,0.923,352993633221,66114,Millenials
754,Denmark,2014,female,15-24 years,7,354099,1.98,Denmark2014,0.923,352993633221,66114,Millenials
755,Denmark,2014,female,5-14 years,1,323749,0.31,Denmark2014,0.923,352993633221,66114,Generation Z
756,Denmark,2014,male,5-14 years,1,340065,0.29,Denmark2014,0.923,352993633221,66114,Generation Z
757,Ecuador,2012,male,15-24 years,240,1462193,16.41,Ecuador2012,0.727,87924544000,6364,Millenials
758,Ecuador,2012,male,25-34 years,164,1225594,13.38,Ecuador2012,0.727,87924544000,6364,Millenials
759,Ecuador,2012,male,55-74 years,87,771426,11.28,Ecuador2012,0.727,87924544000,6364,Boomers
760,Ecuador,2012,male,75+ years,19,172083,11.04,Ecuador2012,0.727,87924544000,6364,Silent
761,Ecuador,2012,male,35-54 years,162,1715827,9.44,Ecuador2012,0.727,87924544000,6364,Generation X
762,Ecuador,2012,female,15-24 years,118,1420727,8.31,Ecuador2012,0.727,87924544000,6364,Millenials
763,Ecuador,2012,female,25-34 years,55,1217762,4.52,Ecuador2012,0.727,87924544000,6364,Millenials
764,Ecuador,2012,female,35-54 years,48,1755189,2.73,Ecuador2012,0.727,87924544000,6364,Generation X
765,Ecuador,2012,male,5-14 years,39,1544899,2.52,Ecuador2012,0.727,87924544000,6364,Generation Z
766,Ecuador,2012,female,75+ years,4,215613,1.86,Ecuador2012,0.727,87924544000,6364,Silent
767,Ecuador,2012,female,5-14 years,27,1484824,1.82,Ecuador2012,0.727,87924544000,6364,Generation Z
768,Ecuador,2012,female,55-74 years,13,829724,1.57,Ecuador2012,0.727,87924544000,6364,Boomers
769,Ecuador,2013,male,75+ years,23,178094,12.91,Ecuador2013,0.73,95129659000,6769,Silent
770,Ecuador,2013,male,15-24 years,156,1473845,10.58,Ecuador2013,0.73,95129659000,6769,Millenials
771,Ecuador,2013,male,25-34 years,111,1248815,8.89,Ecuador2013,0.73,95129659000,6769,Millenials
772,Ecuador,2013,male,55-74 years,65,802441,8.1,Ecuador2013,0.73,95129659000,6769,Boomers
773,Ecuador,2013,female,15-24 years,89,1431562,6.22,Ecuador2013,0.73,95129659000,6769,Millenials
774,Ecuador,2013,male,35-54 years,106,1755019,6.04,Ecuador2013,0.73,95129659000,6769,Generation X
775,Ecuador,2013,female,25-34 years,30,1240273,2.42,Ecuador2013,0.73,95129659000,6769,Millenials
776,Ecuador,2013,male,5-14 years,29,1551821,1.87,Ecuador2013,0.73,95129659000,6769,Generation Z
777,Ecuador,2013,female,35-54 years,32,1795728,1.78,Ecuador2013,0.73,95129659000,6769,Generation X
778,Ecuador,2013,female,55-74 years,12,863112,1.39,Ecuador2013,0.73,95129659000,6769,Boomers
779,Ecuador,2013,female,75+ years,3,223521,1.34,Ecuador2013,0.73,95129659000,6769,Silent
780,Ecuador,2013,female,5-14 years,20,1490382,1.34,Ecuador2013,0.73,95129659000,6769,Generation Z
781,Ecuador,2014,male,75+ years,25,184452,13.55,Ecuador2014,0.732,101726331000,7116,Silent
782,Ecuador,2014,male,15-24 years,164,1484064,11.05,Ecuador2014,0.732,101726331000,7116,Millenials
783,Ecuador,2014,male,25-34 years,123,1271545,9.67,Ecuador2014,0.732,101726331000,7116,Millenials
784,Ecuador,2014,male,55-74 years,74,834436,8.87,Ecuador2014,0.732,101726331000,7116,Boomers
785,Ecuador,2014,male,35-54 years,153,1794205,8.53,Ecuador2014,0.732,101726331000,7116,Generation X
786,Ecuador,2014,female,15-24 years,77,1440731,5.34,Ecuador2014,0.732,101726331000,7116,Millenials
787,Ecuador,2014,female,25-34 years,33,1262288,2.61,Ecuador2014,0.732,101726331000,7116,Millenials
788,Ecuador,2014,male,5-14 years,28,1560323,1.79,Ecuador2014,0.732,101726331000,7116,Generation Z
789,Ecuador,2014,female,55-74 years,16,897482,1.78,Ecuador2014,0.732,101726331000,7116,Boomers
790,Ecuador,2014,female,5-14 years,18,1497410,1.2,Ecuador2014,0.732,101726331000,7116,Generation Z
791,Ecuador,2014,female,35-54 years,22,1836144,1.2,Ecuador2014,0.732,101726331000,7116,Generation X
792,Ecuador,2014,female,75+ years,1,232065,0.43,Ecuador2014,0.732,101726331000,7116,Silent
793,El Salvador,2012,male,25-34 years,109,406026,26.85,El Salvador2012,0.662,21386153000,3806,Millenials
794,El Salvador,2012,male,55-74 years,62,300461,20.63,El Salvador2012,0.662,21386153000,3806,Boomers
795,El Salvador,2012,male,75+ years,16,81225,19.7,El Salvador2012,0.662,21386153000,3806,Silent
796,El Salvador,2012,male,35-54 years,98,572655,17.11,El Salvador2012,0.662,21386153000,3806,Generation X
797,El Salvador,2012,male,15-24 years,100,618195,16.18,El Salvador2012,0.662,21386153000,3806,Millenials
798,El Salvador,2012,female,15-24 years,56,639803,8.75,El Salvador2012,0.662,21386153000,3806,Millenials
799,El Salvador,2012,female,25-34 years,26,492068,5.28,El Salvador2012,0.662,21386153000,3806,Millenials
800,El Salvador,2012,female,35-54 years,19,736698,2.58,El Salvador2012,0.662,21386153000,3806,Generation X
801,El Salvador,2012,female,75+ years,2,105481,1.9,El Salvador2012,0.662,21386153000,3806,Silent
802,El Salvador,2012,male,5-14 years,11,650570,1.69,El Salvador2012,0.662,21386153000,3806,Generation Z
803,El Salvador,2012,female,5-14 years,9,626538,1.44,El Salvador2012,0.662,21386153000,3806,Generation Z
804,El Salvador,2012,female,55-74 years,4,389103,1.03,El Salvador2012,0.662,21386153000,3806,Boomers
805,El Salvador,2013,male,25-34 years,95,409974,23.17,El Salvador2013,0.664,21977401900,3885,Millenials
806,El Salvador,2013,male,35-54 years,129,579811,22.25,El Salvador2013,0.664,21977401900,3885,Generation X
807,El Salvador,2013,male,75+ years,18,84746,21.24,El Salvador2013,0.664,21977401900,3885,Silent
808,El Salvador,2013,male,55-74 years,59,304397,19.38,El Salvador2013,0.664,21977401900,3885,Boomers
809,El Salvador,2013,male,15-24 years,79,628312,12.57,El Salvador2013,0.664,21977401900,3885,Millenials
810,El Salvador,2013,female,15-24 years,43,648028,6.64,El Salvador2013,0.664,21977401900,3885,Millenials
811,El Salvador,2013,female,25-34 years,22,496109,4.43,El Salvador2013,0.664,21977401900,3885,Millenials
812,El Salvador,2013,female,35-54 years,19,748153,2.54,El Salvador2013,0.664,21977401900,3885,Generation X
813,El Salvador,2013,female,55-74 years,7,398116,1.76,El Salvador2013,0.664,21977401900,3885,Boomers
814,El Salvador,2013,female,5-14 years,7,612761,1.14,El Salvador2013,0.664,21977401900,3885,Generation Z
815,El Salvador,2013,male,5-14 years,6,636699,0.94,El Salvador2013,0.664,21977401900,3885,Generation Z
816,El Salvador,2013,female,75+ years,0,110144,0.0,El Salvador2013,0.664,21977401900,3885,Silent
817,El Salvador,2014,male,75+ years,19,87989,21.59,El Salvador2014,0.666,22585841200,3965,Silent
818,El Salvador,2014,male,25-34 years,77,415163,18.55,El Salvador2014,0.666,22585841200,3965,Millenials
819,El Salvador,2014,male,35-54 years,85,586412,14.49,El Salvador2014,0.666,22585841200,3965,Generation X
820,El Salvador,2014,male,55-74 years,44,308802,14.25,El Salvador2014,0.666,22585841200,3965,Boomers
821,El Salvador,2014,male,15-24 years,51,635499,8.03,El Salvador2014,0.666,22585841200,3965,Millenials
822,El Salvador,2014,female,75+ years,9,114804,7.84,El Salvador2014,0.666,22585841200,3965,Silent
823,El Salvador,2014,female,15-24 years,33,653215,5.05,El Salvador2014,0.666,22585841200,3965,Millenials
824,El Salvador,2014,female,25-34 years,24,501438,4.79,El Salvador2014,0.666,22585841200,3965,Millenials
825,El Salvador,2014,female,35-54 years,27,758979,3.56,El Salvador2014,0.666,22585841200,3965,Generation X
826,El Salvador,2014,female,55-74 years,11,407576,2.7,El Salvador2014,0.666,22585841200,3965,Boomers
827,El Salvador,2014,female,5-14 years,4,601023,0.67,El Salvador2014,0.666,22585841200,3965,Generation Z
828,El Salvador,2014,male,5-14 years,2,625429,0.32,El Salvador2014,0.666,22585841200,3965,Generation Z
829,Estonia,2012,male,75+ years,20,30891,64.74,Estonia2012,0.855,23043864510,18411,Silent
830,Estonia,2012,male,55-74 years,59,122960,47.98,Estonia2012,0.855,23043864510,18411,Boomers
831,Estonia,2012,male,35-54 years,65,179456,36.22,Estonia2012,0.855,23043864510,18411,Generation X
832,Estonia,2012,male,25-34 years,30,96938,30.95,Estonia2012,0.855,23043864510,18411,Millenials
833,Estonia,2012,female,75+ years,18,80117,22.47,Estonia2012,0.855,23043864510,18411,Silent
834,Estonia,2012,male,15-24 years,14,83194,16.83,Estonia2012,0.855,23043864510,18411,Millenials
835,Estonia,2012,female,55-74 years,17,172977,9.83,Estonia2012,0.855,23043864510,18411,Boomers
836,Estonia,2012,female,35-54 years,7,184354,3.8,Estonia2012,0.855,23043864510,18411,Generation X
837,Estonia,2012,female,25-34 years,3,91727,3.27,Estonia2012,0.855,23043864510,18411,Millenials
838,Estonia,2012,male,5-14 years,2,67323,2.97,Estonia2012,0.855,23043864510,18411,Generation Z
839,Estonia,2012,female,15-24 years,2,78364,2.55,Estonia2012,0.855,23043864510,18411,Millenials
840,Estonia,2012,female,5-14 years,0,63330,0.0,Estonia2012,0.855,23043864510,18411,Generation Z
841,Estonia,2013,male,75+ years,23,32101,71.65,Estonia2013,0.859,25137153149,20221,Silent
842,Estonia,2013,male,55-74 years,58,123698,46.89,Estonia2013,0.859,25137153149,20221,Boomers
843,Estonia,2013,male,35-54 years,52,178072,29.2,Estonia2013,0.859,25137153149,20221,Generation X
844,Estonia,2013,male,25-34 years,22,96869,22.71,Estonia2013,0.859,25137153149,20221,Millenials
845,Estonia,2013,female,75+ years,18,82614,21.79,Estonia2013,0.859,25137153149,20221,Silent
846,Estonia,2013,male,15-24 years,15,78163,19.19,Estonia2013,0.859,25137153149,20221,Millenials
847,Estonia,2013,female,35-54 years,13,181855,7.15,Estonia2013,0.859,25137153149,20221,Generation X
848,Estonia,2013,female,55-74 years,12,172334,6.96,Estonia2013,0.859,25137153149,20221,Boomers
849,Estonia,2013,female,15-24 years,2,73430,2.72,Estonia2013,0.859,25137153149,20221,Millenials
850,Estonia,2013,female,25-34 years,2,91438,2.19,Estonia2013,0.859,25137153149,20221,Millenials
851,Estonia,2013,male,5-14 years,1,68210,1.47,Estonia2013,0.859,25137153149,20221,Generation Z
852,Estonia,2013,female,5-14 years,0,64312,0.0,Estonia2013,0.859,25137153149,20221,Generation Z
853,Estonia,2014,male,75+ years,26,33259,78.17,Estonia2014,0.861,26224622451,21117,Silent
854,Estonia,2014,male,55-74 years,50,124940,40.02,Estonia2014,0.861,26224622451,21117,Boomers
855,Estonia,2014,male,25-34 years,39,97957,39.81,Estonia2014,0.861,26224622451,21117,Millenials
856,Estonia,2014,male,35-54 years,57,177676,32.08,Estonia2014,0.861,26224622451,21117,Generation X
857,Estonia,2014,male,15-24 years,19,73521,25.84,Estonia2014,0.861,26224622451,21117,Millenials
858,Estonia,2014,female,75+ years,13,84886,15.31,Estonia2014,0.861,26224622451,21117,Silent
859,Estonia,2014,female,35-54 years,16,180093,8.88,Estonia2014,0.861,26224622451,21117,Generation X
860,Estonia,2014,female,25-34 years,8,92159,8.68,Estonia2014,0.861,26224622451,21117,Millenials
861,Estonia,2014,female,55-74 years,10,172116,5.81,Estonia2014,0.861,26224622451,21117,Boomers
862,Estonia,2014,male,5-14 years,2,69999,2.86,Estonia2014,0.861,26224622451,21117,Generation Z
863,Estonia,2014,female,15-24 years,1,69127,1.45,Estonia2014,0.861,26224622451,21117,Millenials
864,Estonia,2014,female,5-14 years,0,66119,0.0,Estonia2014,0.861,26224622451,21117,Generation Z
865,Fiji,2012,male,75+ years,2,5168,38.7,Fiji2012,0.722,3972012571,5073,Silent
866,Fiji,2012,female,75+ years,1,6862,14.57,Fiji2012,0.722,3972012571,5073,Silent
867,Fiji,2012,male,15-24 years,7,80061,8.74,Fiji2012,0.722,3972012571,5073,Millenials
868,Fiji,2012,male,25-34 years,5,74059,6.75,Fiji2012,0.722,3972012571,5073,Millenials
869,Fiji,2012,male,35-54 years,6,107270,5.59,Fiji2012,0.722,3972012571,5073,Generation X
870,Fiji,2012,female,15-24 years,4,75501,5.3,Fiji2012,0.722,3972012571,5073,Millenials
871,Fiji,2012,male,55-74 years,2,48382,4.13,Fiji2012,0.722,3972012571,5073,Boomers
872,Fiji,2012,female,55-74 years,2,50218,3.98,Fiji2012,0.722,3972012571,5073,Boomers
873,Fiji,2012,female,25-34 years,2,70215,2.85,Fiji2012,0.722,3972012571,5073,Millenials
874,Fiji,2012,female,35-54 years,1,103358,0.97,Fiji2012,0.722,3972012571,5073,Generation X
875,Fiji,2012,female,5-14 years,0,78081,0.0,Fiji2012,0.722,3972012571,5073,Generation Z
876,Fiji,2012,male,5-14 years,0,83764,0.0,Fiji2012,0.722,3972012571,5073,Generation Z
877,Finland,2012,male,35-54 years,235,711920,33.01,Finland2012,0.882,256706466091,50232,Generation X
878,Finland,2012,male,55-74 years,195,639345,30.5,Finland2012,0.882,256706466091,50232,Boomers
879,Finland,2012,male,75+ years,49,163645,29.94,Finland2012,0.882,256706466091,50232,Silent
880,Finland,2012,male,25-34 years,91,352467,25.82,Finland2012,0.882,256706466091,50232,Millenials
881,Finland,2012,male,15-24 years,85,337342,25.2,Finland2012,0.882,256706466091,50232,Millenials
882,Finland,2012,female,55-74 years,87,685183,12.7,Finland2012,0.882,256706466091,50232,Boomers
883,Finland,2012,female,15-24 years,32,323218,9.9,Finland2012,0.882,256706466091,50232,Millenials
884,Finland,2012,female,35-54 years,65,692612,9.38,Finland2012,0.882,256706466091,50232,Generation X
885,Finland,2012,female,25-34 years,27,333404,8.1,Finland2012,0.882,256706466091,50232,Millenials
886,Finland,2012,female,75+ years,7,284657,2.46,Finland2012,0.882,256706466091,50232,Silent
887,Finland,2012,female,5-14 years,0,286874,0.0,Finland2012,0.882,256706466091,50232,Generation Z
888,Finland,2012,male,5-14 years,0,299783,0.0,Finland2012,0.882,256706466091,50232,Generation Z
889,Finland,2013,male,25-34 years,131,353828,37.02,Finland2013,0.882,269980111643,52572,Millenials
890,Finland,2013,male,55-74 years,216,647538,33.36,Finland2013,0.882,269980111643,52572,Boomers
891,Finland,2013,male,75+ years,56,169485,33.04,Finland2013,0.882,269980111643,52572,Silent
892,Finland,2013,male,35-54 years,194,710389,27.31,Finland2013,0.882,269980111643,52572,Generation X
893,Finland,2013,male,15-24 years,68,335688,20.26,Finland2013,0.882,269980111643,52572,Millenials
894,Finland,2013,female,35-54 years,72,690084,10.43,Finland2013,0.882,269980111643,52572,Generation X
895,Finland,2013,female,55-74 years,69,693297,9.95,Finland2013,0.882,269980111643,52572,Boomers
896,Finland,2013,female,15-24 years,31,321757,9.63,Finland2013,0.882,269980111643,52572,Millenials
897,Finland,2013,female,25-34 years,31,334557,9.27,Finland2013,0.882,269980111643,52572,Millenials
898,Finland,2013,female,75+ years,17,289147,5.88,Finland2013,0.882,269980111643,52572,Silent
899,Finland,2013,female,5-14 years,1,288186,0.35,Finland2013,0.882,269980111643,52572,Generation Z
900,Finland,2013,male,5-14 years,1,301477,0.33,Finland2013,0.882,269980111643,52572,Generation Z
901,Finland,2014,male,75+ years,61,175827,34.69,Finland2014,0.883,272609288690,52832,Silent
902,Finland,2014,male,25-34 years,110,356059,30.89,Finland2014,0.883,272609288690,52832,Millenials
903,Finland,2014,male,35-54 years,207,708947,29.2,Finland2014,0.883,272609288690,52832,Generation X
904,Finland,2014,male,55-74 years,157,654576,23.98,Finland2014,0.883,272609288690,52832,Boomers
905,Finland,2014,male,15-24 years,63,332717,18.94,Finland2014,0.883,272609288690,52832,Millenials
906,Finland,2014,female,25-34 years,37,336774,10.99,Finland2014,0.883,272609288690,52832,Millenials
907,Finland,2014,female,35-54 years,60,687641,8.73,Finland2014,0.883,272609288690,52832,Generation X
908,Finland,2014,female,55-74 years,59,700011,8.43,Finland2014,0.883,272609288690,52832,Boomers
909,Finland,2014,female,15-24 years,22,318826,6.9,Finland2014,0.883,272609288690,52832,Millenials
910,Finland,2014,female,75+ years,11,294322,3.74,Finland2014,0.883,272609288690,52832,Silent
911,Finland,2014,female,5-14 years,1,290448,0.34,Finland2014,0.883,272609288690,52832,Generation Z
912,Finland,2014,male,5-14 years,1,303796,0.33,Finland2014,0.883,272609288690,52832,Generation Z
913,France,2012,male,75+ years,1415,2168819,65.24,France2012,0.886,2683825225093,45002,Silent
914,France,2012,male,35-54 years,2903,8465545,34.29,France2012,0.886,2683825225093,45002,Generation X
915,France,2012,male,55-74 years,1939,6408537,30.26,France2012,0.886,2683825225093,45002,Boomers
916,France,2012,male,25-34 years,688,3856840,17.84,France2012,0.886,2683825225093,45002,Millenials
917,France,2012,female,75+ years,459,3626173,12.66,France2012,0.886,2683825225093,45002,Silent
918,France,2012,female,55-74 years,767,7023009,10.92,France2012,0.886,2683825225093,45002,Boomers
919,France,2012,female,35-54 years,891,8655592,10.29,France2012,0.886,2683825225093,45002,Generation X
920,France,2012,male,15-24 years,359,3900107,9.2,France2012,0.886,2683825225093,45002,Millenials
921,France,2012,female,25-34 years,183,3948305,4.63,France2012,0.886,2683825225093,45002,Millenials
922,France,2012,female,15-24 years,106,3776265,2.81,France2012,0.886,2683825225093,45002,Millenials
